step,tag,value
98,train_metrics_per_electron/mae_initial_guess_per_electron,0.0913347601890564
99,train_metrics_per_electron/mae_initial_guess_per_electron,0.09133290499448776
100,train_metrics_per_electron/mae_initial_guess_per_electron,0.0913311317563057
101,train_metrics_per_electron/mae_initial_guess_per_electron,0.09132940322160721
102,train_metrics_per_electron/mae_initial_guess_per_electron,0.09132758527994156
103,train_metrics_per_electron/mae_initial_guess_per_electron,0.09132582694292068
104,train_metrics_per_electron/mae_initial_guess_per_electron,0.09132405370473862
105,train_metrics_per_electron/mae_initial_guess_per_electron,0.09132220596075058
106,train_metrics_per_electron/mae_initial_guess_per_electron,0.09132030606269836
107,train_metrics_per_electron/mae_initial_guess_per_electron,0.09131836891174316
108,train_metrics_per_electron/mae_initial_guess_per_electron,0.09131646156311035
109,train_metrics_per_electron/mae_initial_guess_per_electron,0.09131452441215515
110,train_metrics_per_electron/mae_initial_guess_per_electron,0.09131261706352234
111,train_metrics_per_electron/mae_initial_guess_per_electron,0.09131068736314774
112,train_metrics_per_electron/mae_initial_guess_per_electron,0.09130880981683731
113,train_metrics_per_electron/mae_initial_guess_per_electron,0.09130694717168808
114,train_metrics_per_electron/mae_initial_guess_per_electron,0.09130514413118362
115,train_metrics_per_electron/mae_initial_guess_per_electron,0.09130337089300156
116,train_metrics_per_electron/mae_initial_guess_per_electron,0.09130162000656128
117,train_metrics_per_electron/mae_initial_guess_per_electron,0.09129994362592697
118,train_metrics_per_electron/mae_initial_guess_per_electron,0.09129828959703445
119,train_metrics_per_electron/mae_initial_guess_per_electron,0.09129668027162552
120,train_metrics_per_electron/mae_initial_guess_per_electron,0.09129508584737778
121,train_metrics_per_electron/mae_initial_guess_per_electron,0.09129351377487183
122,train_metrics_per_electron/mae_initial_guess_per_electron,0.0912918671965599
123,train_metrics_per_electron/mae_initial_guess_per_electron,0.09129021316766739
124,train_metrics_per_electron/mae_initial_guess_per_electron,0.09128856658935547
125,train_metrics_per_electron/mae_initial_guess_per_electron,0.09128698706626892
126,train_metrics_per_electron/mae_initial_guess_per_electron,0.09128548949956894
127,train_metrics_per_electron/mae_initial_guess_per_electron,0.09128409624099731
128,train_metrics_per_electron/mae_initial_guess_per_electron,0.09128281474113464
129,train_metrics_per_electron/mae_initial_guess_per_electron,0.09128163009881973
130,train_metrics_per_electron/mae_initial_guess_per_electron,0.0912804901599884
131,train_metrics_per_electron/mae_initial_guess_per_electron,0.09127932041883469
132,train_metrics_per_electron/mae_initial_guess_per_electron,0.09127814322710037
133,train_metrics_per_electron/mae_initial_guess_per_electron,0.09127699583768845
134,train_metrics_per_electron/mae_initial_guess_per_electron,0.09127578884363174
135,train_metrics_per_electron/mae_initial_guess_per_electron,0.09127449244260788
136,train_metrics_per_electron/mae_initial_guess_per_electron,0.09127303957939148
137,train_metrics_per_electron/mae_initial_guess_per_electron,0.0912715420126915
138,train_metrics_per_electron/mae_initial_guess_per_electron,0.09127000719308853
139,train_metrics_per_electron/mae_initial_guess_per_electron,0.0912683978676796
140,train_metrics_per_electron/mae_initial_guess_per_electron,0.09126674383878708
79,val_denop_metrics/gs_abs_energy_error,0.0029531996697187424
79,val_denop_metrics/gs_gradient_norm,0.0003503682091832161
79,val_denop_metrics/gs_l2_norm,0.03467017412185669
79,val_denop_metrics/gs_signed_energy_error,0.0029531996697187424
79,val_denop_metrics/min_abs_energy_error,0.0029531996697187424
79,val_denop_metrics/min_gradient_norm,0.0003503682091832161
79,val_denop_metrics/min_l2_norm,0.021841904148459435
79,val_denop_metrics/stopping_index,999.0
79,val_loss/implicit_loss,1.8725613415426778e-07
79,val_loss/total,1.872561306015541e-08
79,val_metrics/mae_energy,0.0037841796875
79,val_metrics/mae_gradient,2.0220141410827637
79,val_metrics/mae_initial_guess,8.772262573242188
79,val_metrics_best/mae_energy,0.0037841796875
79,val_metrics_best/mae_energy_ground_state,0.0037841796875
79,val_metrics_best/mae_energy_per_electron,3.941853719879873e-05
79,val_metrics_best/mae_gradient,2.0220141410827637
79,val_metrics_best/mae_gradient_ground_state,2.0220141410827637
79,val_metrics_best/mae_gradient_per_electron,0.02106264792382717
79,val_metrics_best/mae_initial_guess,8.772262573242188
79,val_metrics_best/mae_initial_guess_per_electron,0.09137773513793945
79,val_metrics_ground_state/mae_energy_ground_state,0.0037841796875
79,val_metrics_ground_state/mae_gradient_ground_state,2.0220141410827637
79,val_metrics_per_electron/mae_energy_per_electron,3.941853719879873e-05
79,val_metrics_per_electron/mae_gradient_per_electron,0.02106264792382717
79,val_metrics_per_electron/mae_initial_guess_per_electron,0.09137773513793945
1,y_mesh_train_Molecule_gradient/1_gt_isovalue,0.0008797404007054865
1,y_mesh_train_Molecule_gradient/2_pred_isovalue,0.010107547044754028
1,y_mesh_train_Molecule_gradient/3_diff_isovalue,0.005522577092051506
1,y_mesh_train_Molecule_initial_guess/2_pred_isovalue,0.011230360716581345
1,y_mesh_train_Molecule_initial_guess/3_diff_isovalue,0.011230360716581345
1,y_mesh_train_Moleculeinitial_guess/0_mol_scf_iteration,30.0
0,y_mesh_val_Molecule_gradient/1_gt_isovalue,0.0008797404007054865
0,y_mesh_val_Molecule_gradient/2_pred_isovalue,0.010107562877237797
0,y_mesh_val_Molecule_gradient/3_diff_isovalue,0.0055225747637450695
0,y_mesh_val_Molecule_initial_guess/2_pred_isovalue,0.011230360716581345
0,y_mesh_val_Molecule_initial_guess/3_diff_isovalue,0.011230360716581345
0,y_mesh_val_Moleculeinitial_guess/0_mol_scf_iteration,30.0
0,z_train_/energy_atom_ref,-630.35693359375
10,z_train_/energy_atom_ref,-630.35693359375
20,z_train_/energy_atom_ref,-630.35693359375
30,z_train_/energy_atom_ref,-630.35693359375
40,z_train_/energy_atom_ref,-630.35693359375
50,z_train_/energy_atom_ref,-630.35693359375
60,z_train_/energy_atom_ref,-630.35693359375
70,z_train_/energy_atom_ref,-630.35693359375
80,z_train_/energy_atom_ref,-630.35693359375
90,z_train_/energy_atom_ref,-630.35693359375
100,z_train_/energy_atom_ref,-630.35693359375
110,z_train_/energy_atom_ref,-630.35693359375
120,z_train_/energy_atom_ref,-630.35693359375
130,z_train_/energy_atom_ref,-630.35693359375
140,z_train_/energy_atom_ref,-630.35693359375
0,z_train_/energy_g3d,-0.3078840374946594
10,z_train_/energy_g3d,-0.30755335092544556
20,z_train_/energy_g3d,-0.30720219016075134
30,z_train_/energy_g3d,-0.3068644106388092
40,z_train_/energy_g3d,-0.30660480260849
50,z_train_/energy_g3d,-0.3065021336078644
60,z_train_/energy_g3d,-0.30646631121635437
70,z_train_/energy_g3d,-0.3063715994358063
80,z_train_/energy_g3d,-0.3063065707683563
90,z_train_/energy_g3d,-0.3062622845172882
100,z_train_/energy_g3d,-0.3062070906162262
110,z_train_/energy_g3d,-0.3060978055000305
120,z_train_/energy_g3d,-0.306010365486145
130,z_train_/energy_g3d,-0.30594947934150696
140,z_train_/energy_g3d,-0.305907666683197
0,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.882694244384766
10,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.88713836669922
20,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.89079666137695
30,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.88900375366211
40,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.88530349731445
50,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.87921142578125
60,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.87200164794922
70,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.8668212890625
80,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.86415481567383
90,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.86203384399414
100,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.859928131103516
110,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.85652160644531
120,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.85664367675781
130,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.857418060302734
140,z_train_gnn_module.g3d_layers.0/abs-max_out_mlp,33.8569450378418
0,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.08460998535156
10,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.091835021972656
20,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.09688949584961
30,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.09938049316406
40,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.09971618652344
50,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.10142135620117
60,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.10325622558594
70,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.10554885864258
80,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.10924530029297
90,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.11221694946289
100,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.11494064331055
110,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.115257263183594
120,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.11433792114258
130,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.112518310546875
140,z_train_gnn_module.g3d_layers.0/abs-max_out_skip_links,55.110721588134766
0,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.37436673045158386
10,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.37442731857299805
20,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.3744960427284241
30,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.37451493740081787
40,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.37453770637512207
50,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.3745461404323578
60,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.37456998229026794
70,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.37459784746170044
80,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.3746386766433716
90,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.3746654987335205
100,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.37468525767326355
110,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.37469255924224854
120,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.37472453713417053
130,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.3747410178184509
140,z_train_gnn_module.g3d_layers.0/mean_out_mlp,-0.37474578619003296
0,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9639442563056946
10,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9639559388160706
20,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9640482068061829
30,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9640616178512573
40,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9640689492225647
50,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.964169442653656
60,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9642511010169983
70,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9643111824989319
80,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9643963575363159
90,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9644730091094971
100,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9645097851753235
110,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9644954204559326
120,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9645125865936279
130,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9645293354988098
140,z_train_gnn_module.g3d_layers.0/mean_out_skip_links,0.9645650386810303
0,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2494820356369019
10,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2497164011001587
20,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2498996257781982
30,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2499258518218994
40,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2499288320541382
50,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2498749494552612
60,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2497376203536987
70,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2496178150177002
80,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2495726346969604
90,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2495310306549072
100,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2494761943817139
110,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2493973970413208
120,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2494127750396729
130,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2494417428970337
140,z_train_gnn_module.g3d_layers.0/std_out_mlp,1.2494316101074219
0,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5922354459762573
10,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5923616886138916
20,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5924736261367798
30,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5925447940826416
40,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5925710201263428
50,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5926141738891602
60,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5926527976989746
70,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5926953554153442
80,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5927525758743286
90,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5928161144256592
100,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.59287428855896
110,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.592879295349121
120,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5928868055343628
130,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.592871069908142
140,z_train_gnn_module.g3d_layers.0/std_out_skip_links,1.5928515195846558
0,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.31243896484375
10,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.312180519104004
20,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.313074111938477
30,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.3160223960876465
40,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.3192057609558105
50,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.322758674621582
60,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.326838970184326
70,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.330218315124512
80,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.33316707611084
90,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.33583927154541
100,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.338223934173584
110,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.340583324432373
120,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.3417487144470215
130,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.342486381530762
140,z_train_gnn_module.g3d_layers.1/abs-max_out_mlp,5.3438239097595215
0,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.57379913330078
10,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.57807159423828
20,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.581390380859375
30,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.582855224609375
40,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.582908630371094
50,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.584022521972656
60,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.5849494934082
70,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.585845947265625
80,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.58797073364258
90,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.58932876586914
100,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.59067916870117
110,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.59105682373047
120,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.590457916259766
130,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.58888244628906
140,z_train_gnn_module.g3d_layers.1/abs-max_out_skip_links,61.58749008178711
0,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.33956509828567505
10,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.3395654857158661
20,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.33959585428237915
30,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.33960092067718506
40,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.339626282453537
50,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.33969396352767944
60,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.33972975611686707
70,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.3397403657436371
80,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.339762419462204
90,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.3397613763809204
100,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.33974382281303406
110,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.33973708748817444
120,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.3397321403026581
130,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.3397287130355835
140,z_train_gnn_module.g3d_layers.1/mean_out_mlp,-0.33974164724349976
0,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.4835779070854187
10,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.4835457503795624
20,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.48357534408569336
30,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.48356878757476807
40,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.4835588037967682
50,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.4836515188217163
60,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.4837203025817871
70,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.48375484347343445
80,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.48380354046821594
90,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.4838528037071228
100,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.48386526107788086
110,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.4838453233242035
120,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.4838378429412842
130,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.48384517431259155
140,z_train_gnn_module.g3d_layers.1/mean_out_skip_links,0.4838840365409851
0,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.2763383388519287
10,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.27639245986938477
20,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.2764683961868286
30,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.27655619382858276
40,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.27663230895996094
50,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.2767178416252136
60,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.2767939567565918
70,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.2768661677837372
80,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.2769315242767334
90,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.27698254585266113
100,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.27702388167381287
110,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.2770678400993347
120,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.2770904004573822
130,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.2771034836769104
140,z_train_gnn_module.g3d_layers.1/std_out_mlp,0.27712973952293396
0,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.948120355606079
10,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.9482687711715698
20,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.948378324508667
30,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.9484442472457886
40,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.9484539031982422
50,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.9484542608261108
60,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.9484213590621948
70,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.948380708694458
80,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.9483821392059326
90,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.9483991861343384
100,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.948412299156189
110,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.9483932256698608
120,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.9483963251113892
130,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.9483944177627563
140,z_train_gnn_module.g3d_layers.1/std_out_skip_links,1.9483730792999268
0,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.2808667421340942
10,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.2755982875823975
20,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.2847703695297241
30,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.3227978944778442
40,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.3550024032592773
50,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.37985360622406
60,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.4011180400848389
70,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.4225469827651978
80,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.4418588876724243
90,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.4592009782791138
100,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.4750678539276123
110,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.4897997379302979
120,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.5036803483963013
130,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.5160459280014038
140,z_train_gnn_module.g3d_layers.10/abs-max_out_mlp,1.5277454853057861
0,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,56.8505859375
10,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,56.740509033203125
20,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,56.5859260559082
30,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,56.43357849121094
40,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,56.307044982910156
50,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,56.20979690551758
60,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,56.12858963012695
70,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,56.04811477661133
80,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,55.9769401550293
90,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,55.912593841552734
100,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,55.85548400878906
110,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,55.804012298583984
120,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,55.75544357299805
130,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,55.71342086791992
140,z_train_gnn_module.g3d_layers.10/abs-max_out_skip_links,55.67475891113281
0,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.019216999411582947
10,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.0191387627273798
20,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.019101126119494438
30,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.019099807366728783
40,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.019100379198789597
50,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.019090095534920692
60,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.019082432612776756
70,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.019085519015789032
80,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.019087055698037148
90,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.01908917725086212
100,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.01908743567764759
110,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.019088968634605408
120,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.01908191107213497
130,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.019081637263298035
140,z_train_gnn_module.g3d_layers.10/mean_out_mlp,-0.019087757915258408
0,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.03514185547828674
10,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.034972939640283585
20,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.0347774438560009
30,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.03460629656910896
40,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.034531984478235245
50,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.03448206186294556
60,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.03446253016591072
70,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.03443225100636482
80,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.03441707044839859
90,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.03439818695187569
100,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.03438982740044594
110,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.034398358315229416
120,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.03441137820482254
130,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.03441544994711876
140,z_train_gnn_module.g3d_layers.10/mean_out_skip_links,-0.03440825268626213
0,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.23295672237873077
10,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.23230724036693573
20,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.2313573956489563
30,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.23041224479675293
40,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.2296440303325653
50,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.22911886870861053
60,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.2286619395017624
70,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.22821484506130219
80,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.2278326153755188
90,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.22750996053218842
100,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.22721470892429352
110,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.226953387260437
120,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.2266901433467865
130,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.22648575901985168
140,z_train_gnn_module.g3d_layers.10/std_out_mlp,0.2263070046901703
0,z_train_gnn_module.g3d_layers.10/std_out_skip_links,1.9402896165847778
10,z_train_gnn_module.g3d_layers.10/std_out_skip_links,1.9356805086135864
20,z_train_gnn_module.g3d_layers.10/std_out_skip_links,1.929611325263977
30,z_train_gnn_module.g3d_layers.10/std_out_skip_links,1.9236748218536377
40,z_train_gnn_module.g3d_layers.10/std_out_skip_links,1.9187431335449219
50,z_train_gnn_module.g3d_layers.10/std_out_skip_links,1.9149136543273926
60,z_train_gnn_module.g3d_layers.10/std_out_skip_links,1.911651611328125
70,z_train_gnn_module.g3d_layers.10/std_out_skip_links,1.9084579944610596
80,z_train_gnn_module.g3d_layers.10/std_out_skip_links,1.9057103395462036
